image_filename,main label,concurrent label
201911/30/20191130_105419_000,walking outdoor,
201911/30/20191130_105436_000,walking outdoor,
201911/30/20191130_105453_000,walking outdoor,
201911/30/20191130_105510_000,walking outdoor,
201911/30/20191130_105527_000,walking outdoor,
201911/30/20191130_105544_000,walking outdoor,
201911/30/20191130_105601_000,walking outdoor,
201911/30/20191130_105618_000,walking outdoor,
201911/30/20191130_105635_000,walking outdoor,
201911/30/20191130_105705_000,walking outdoor,
201911/30/20191130_105722_000,walking outdoor,
201911/30/20191130_105739_000,walking outdoor,
201911/30/20191130_105756_000,walking outdoor,
201911/30/20191130_105813_000,walking outdoor,
201911/30/20191130_130236_000,NO ACTIVITY,
201911/30/20191130_130253_000,walking indoor,
201911/30/20191130_130310_000,walking indoor,
201911/30/20191130_130327_000,preparing some food,
201911/30/20191130_130344_000,preparing some food,
201911/30/20191130_130401_000,preparing some food,
201911/30/20191130_130418_000,NO ACTIVITY,
201911/30/20191130_130435_000,having a drink,
201911/30/20191130_130452_000,walking indoor,
201911/30/20191130_130509_000,walking indoor,
201911/30/20191130_130526_000,preparing some food,
201911/30/20191130_130543_000,walking indoor,
201911/30/20191130_130600_000,preparing some food,
201911/30/20191130_130617_000,NO ACTIVITY,
201911/30/20191130_130634_000,washing kitchenware,
201911/30/20191130_130651_000,walking indoor,
201911/30/20191130_132421_000,NO ACTIVITY,
201911/30/20191130_132438_000,NO ACTIVITY,
201911/30/20191130_132455_000,NO ACTIVITY,
201911/30/20191130_132512_000,NO ACTIVITY,
201911/30/20191130_132529_000,NO ACTIVITY,
201911/30/20191130_132546_000,NO ACTIVITY,
201911/30/20191130_132603_000,NO ACTIVITY,
201911/30/20191130_132620_000,NO ACTIVITY,
201911/30/20191130_132637_000,NO ACTIVITY,
201911/30/20191130_132654_000,NO ACTIVITY,
201911/30/20191130_132711_000,NO ACTIVITY,
201911/30/20191130_132728_000,NO ACTIVITY,
201911/30/20191130_132745_000,washing kitchenware,
201911/30/20191130_132802_000,NO ACTIVITY,
201911/30/20191130_132819_000,walking outdoor,
201911/30/20191130_132836_000,reading documents,walking indoor
201911/30/20191130_132853_000,reading documents,walking indoor
201911/30/20191130_132910_000,walking indoor,
201911/30/20191130_132927_000,walking indoor,
201911/30/20191130_132944_000,walking outdoor,
201911/30/20191130_133001_000,walking outdoor,
201911/30/20191130_133018_000,walking outdoor,
201911/30/20191130_133035_000,walking indoor,
201911/30/20191130_133052_000,driving,
201911/30/20191130_133109_000,walking outdoor,
201911/30/20191130_133126_000,walking outdoor,
201911/30/20191130_133143_000,walking indoor,
201911/30/20191130_133200_000,walking indoor,
201911/30/20191130_133217_000,preparing some food,
201911/30/20191130_133234_000,eating,
201911/30/20191130_133251_000,walking indoor,
201911/30/20191130_133308_000,walking indoor,
201911/30/20191130_133325_000,NO ACTIVITY,
201911/30/20191130_133342_000,NO ACTIVITY,
201911/30/20191130_133359_000,NO ACTIVITY,
201911/30/20191130_133416_000,NO ACTIVITY,
201911/30/20191130_133433_000,NO ACTIVITY,
201911/30/20191130_133450_000,NO ACTIVITY,
201911/30/20191130_133507_000,NO ACTIVITY,
201911/30/20191130_133524_000,NO ACTIVITY,
201911/30/20191130_133541_000,NO ACTIVITY,
201911/30/20191130_133558_000,NO ACTIVITY,
201911/30/20191130_133615_000,NO ACTIVITY,
201911/30/20191130_133632_000,NO ACTIVITY,
201911/30/20191130_133649_000,NO ACTIVITY,
201911/30/20191130_133706_000,NO ACTIVITY,
201911/30/20191130_133723_000,NO ACTIVITY,
201911/30/20191130_133740_000,NO ACTIVITY,
201911/30/20191130_133757_000,NO ACTIVITY,
201911/30/20191130_133814_000,NO ACTIVITY,
201911/30/20191130_133831_000,NO ACTIVITY,
201911/30/20191130_133848_000,NO ACTIVITY,
201911/30/20191130_133905_000,NO ACTIVITY,
201911/30/20191130_133922_000,NO ACTIVITY,
201911/30/20191130_133939_000,NO ACTIVITY,
201911/30/20191130_133956_000,NO ACTIVITY,
201911/30/20191130_134013_000,NO ACTIVITY,
201911/30/20191130_134030_000,NO ACTIVITY,
201911/30/20191130_134047_000,NO ACTIVITY,
201911/30/20191130_134104_000,NO ACTIVITY,
201911/30/20191130_134121_000,NO ACTIVITY,
201911/30/20191130_134138_000,NO ACTIVITY,
201911/30/20191130_134155_000,NO ACTIVITY,
201911/30/20191130_134212_000,NO ACTIVITY,
201911/30/20191130_134242_000,NO ACTIVITY,
201911/30/20191130_134259_000,writing,
201911/30/20191130_134316_000,NO ACTIVITY,
201911/30/20191130_134333_000,NO ACTIVITY,
201911/30/20191130_134350_000,writing,
201911/30/20191130_134407_000,walking indoor,
201911/30/20191130_134424_000,NO ACTIVITY,
201911/30/20191130_134441_000,NO ACTIVITY,
201911/30/20191130_134458_000,NO ACTIVITY,
201911/30/20191130_134515_000,NO ACTIVITY,
201911/30/20191130_134532_000,NO ACTIVITY,
201911/30/20191130_134549_000,NO ACTIVITY,
201911/30/20191130_134606_000,NO ACTIVITY,
201911/30/20191130_134623_000,NO ACTIVITY,
201911/30/20191130_134640_000,NO ACTIVITY,
201911/30/20191130_134657_000,NO ACTIVITY,
201911/30/20191130_134714_000,NO ACTIVITY,
201911/30/20191130_134731_000,NO ACTIVITY,
201911/30/20191130_134748_000,NO ACTIVITY,
201911/30/20191130_134805_000,NO ACTIVITY,
201911/30/20191130_134822_000,NO ACTIVITY,
201911/30/20191130_134839_000,NO ACTIVITY,
201911/30/20191130_134856_000,NO ACTIVITY,
201911/30/20191130_134913_000,writing,
201911/30/20191130_134930_000,NO ACTIVITY,
201911/30/20191130_134947_000,writing,
201911/30/20191130_135004_000,walking indoor,
201911/30/20191130_135021_000,NO ACTIVITY,
201911/30/20191130_135038_000,walking indoor,
201911/30/20191130_135055_000,NO ACTIVITY,
201911/30/20191130_135112_000,NO ACTIVITY,
201911/30/20191130_135129_000,NO ACTIVITY,
201911/30/20191130_135146_000,NO ACTIVITY,
201911/30/20191130_135203_000,NO ACTIVITY,
201911/30/20191130_135220_000,NO ACTIVITY,
201911/30/20191130_135237_000,NO ACTIVITY,
201911/30/20191130_135254_000,NO ACTIVITY,
201911/30/20191130_135311_000,NO ACTIVITY,
201911/30/20191130_135328_000,NO ACTIVITY,
201911/30/20191130_135345_000,writing,
201911/30/20191130_135402_000,writing,
201911/30/20191130_135419_000,writing,
201911/30/20191130_135436_000,NO ACTIVITY,
201911/30/20191130_135453_000,walking indoor,
201911/30/20191130_135510_000,NO ACTIVITY,
201911/30/20191130_135527_000,NO ACTIVITY,
201911/30/20191130_135544_000,NO ACTIVITY,
201911/30/20191130_135601_000,NO ACTIVITY,
201911/30/20191130_135618_000,writing,
201911/30/20191130_135635_000,NO ACTIVITY,
201911/30/20191130_135652_000,writing,
201911/30/20191130_135709_000,writing,
201911/30/20191130_135726_000,writing,
201911/30/20191130_135743_000,reading documents,
201911/30/20191130_135800_000,writing,
201911/30/20191130_135817_000,NO ACTIVITY,
201911/30/20191130_135834_000,NO ACTIVITY,
201911/30/20191130_135851_000,writing,
201911/30/20191130_135908_000,reading documents,
201911/30/20191130_135925_000,writing,
201911/30/20191130_135942_000,NO ACTIVITY,
201911/30/20191130_135959_000,NO ACTIVITY,
201911/30/20191130_140016_000,having a drink,
201911/30/20191130_140033_000,writing,
201911/30/20191130_140050_000,writing,
201911/30/20191130_140107_000,writing,
201911/30/20191130_140124_000,NO ACTIVITY,
201911/30/20191130_140141_000,NO ACTIVITY,
201911/30/20191130_140158_000,NO ACTIVITY,
201911/30/20191130_140215_000,NO ACTIVITY,
201911/30/20191130_140245_000,NO ACTIVITY,
201911/30/20191130_140302_000,writing,
201911/30/20191130_140319_000,writing,
201911/30/20191130_140336_000,walking indoor,
201911/30/20191130_140353_000,NO ACTIVITY,
201911/30/20191130_140410_000,walking indoor,
201911/30/20191130_140427_000,NO ACTIVITY,
201911/30/20191130_140444_000,walking indoor,
201911/30/20191130_140501_000,NO ACTIVITY,
201911/30/20191130_140518_000,NO ACTIVITY,
201911/30/20191130_140535_000,NO ACTIVITY,
201911/30/20191130_140552_000,NO ACTIVITY,
201911/30/20191130_140609_000,walking indoor,
201911/30/20191130_140626_000,NO ACTIVITY,
201911/30/20191130_140643_000,NO ACTIVITY,
201911/30/20191130_140700_000,NO ACTIVITY,
201911/30/20191130_140717_000,NO ACTIVITY,
201911/30/20191130_140734_000,NO ACTIVITY,
201911/30/20191130_140751_000,NO ACTIVITY,
201911/30/20191130_140808_000,walking indoor,
201911/30/20191130_140825_000,NO ACTIVITY,
201911/30/20191130_140843_000,walking indoor,
201911/30/20191130_140900_000,writing,
201911/30/20191130_140917_000,reading documents,
201911/30/20191130_140934_000,writing,
201911/30/20191130_140951_000,writing,
201911/30/20191130_141008_000,NO ACTIVITY,
201911/30/20191130_141025_000,NO ACTIVITY,
201911/30/20191130_141042_000,NO ACTIVITY,
201911/30/20191130_141059_000,NO ACTIVITY,
201911/30/20191130_141116_000,NO ACTIVITY,
201911/30/20191130_141133_000,NO ACTIVITY,
201911/30/20191130_141150_000,NO ACTIVITY,
201911/30/20191130_141207_000,writing,
201911/30/20191130_141224_000,NO ACTIVITY,
201911/30/20191130_141241_000,NO ACTIVITY,
201911/30/20191130_141258_000,NO ACTIVITY,
201911/30/20191130_141315_000,NO ACTIVITY,
201911/30/20191130_141332_000,NO ACTIVITY,
201911/30/20191130_141349_000,NO ACTIVITY,
201911/30/20191130_141406_000,NO ACTIVITY,
201911/30/20191130_141423_000,NO ACTIVITY,
201911/30/20191130_141440_000,NO ACTIVITY,
201911/30/20191130_141457_000,NO ACTIVITY,
201911/30/20191130_141514_000,NO ACTIVITY,
201911/30/20191130_141531_000,NO ACTIVITY,
201911/30/20191130_141548_000,NO ACTIVITY,
201911/30/20191130_141605_000,using mobile device,
201911/30/20191130_141622_000,walking indoor,
201911/30/20191130_141639_000,having a drink,
201911/30/20191130_141656_000,doing the laundry,
201911/30/20191130_141713_000,walking indoor,
201911/30/20191130_141730_000,walking indoor,
201911/30/20191130_141747_000,walking indoor,
201911/30/20191130_141804_000,walking indoor,
201911/30/20191130_141821_000,walking indoor,
201911/30/20191130_141838_000,doing the laundry,
201911/30/20191130_141855_000,doing the laundry,
201911/30/20191130_141912_000,doing the laundry,
201911/30/20191130_141929_000,walking indoor,
201911/30/20191130_141946_000,preparing some food,
201911/30/20191130_142003_000,preparing some food,
201911/30/20191130_142020_000,preparing some food,
201911/30/20191130_142037_000,preparing some food,
201911/30/20191130_142054_000,preparing some food,
201911/30/20191130_142111_000,walking indoor,
201911/30/20191130_142128_000,walking indoor,
201911/30/20191130_142145_000,walking indoor,
201911/30/20191130_142202_000,having a conversation,
201911/30/20191130_142219_000,walking indoor,
201911/30/20191130_142249_000,having a drink,
201911/30/20191130_142306_000,preparing some food,
201911/30/20191130_142323_000,walking indoor,
201911/30/20191130_142340_000,walking indoor,
201911/30/20191130_142357_000,walking indoor,
201911/30/20191130_142414_000,walking indoor,
201911/30/20191130_142431_000,walking outdoor,
201911/30/20191130_142448_000,walking indoor,
201911/30/20191130_142505_000,walking indoor,
201911/30/20191130_142522_000,preparing some food,
201911/30/20191130_142539_000,NO ACTIVITY,
201911/30/20191130_142556_000,walking indoor,
201911/30/20191130_142613_000,walking indoor,
201911/30/20191130_142630_000,walking indoor,
201911/30/20191130_142647_000,walking indoor,
201911/30/20191130_142704_000,walking indoor,
201911/30/20191130_142721_000,preparing some food,
201911/30/20191130_142738_000,preparing some food,
201911/30/20191130_142755_000,walking indoor,
201911/30/20191130_142812_000,walking indoor,
201911/30/20191130_142829_000,walking indoor,
201911/30/20191130_142846_000,walking indoor,
201911/30/20191130_142903_000,having a conversation,eating
201911/30/20191130_142920_000,having a conversation,eating
201911/30/20191130_142937_000,having a conversation,eating
201911/30/20191130_142954_000,walking indoor,
201911/30/20191130_143011_000,walking indoor,
201911/30/20191130_143028_000,walking indoor,
201911/30/20191130_143045_000,walking indoor,
201911/30/20191130_143102_000,walking indoor,
201911/30/20191130_143119_000,walking indoor,
201911/30/20191130_143136_000,having a conversation,eating
201911/30/20191130_143227_000,walking indoor,
201911/30/20191130_143244_000,walking indoor,
201911/30/20191130_143301_000,walking outdoor,
201911/30/20191130_143318_000,walking outdoor,
201911/30/20191130_143335_000,walking outdoor,
201911/30/20191130_143352_000,walking outdoor,
201911/30/20191130_143409_000,walking outdoor,
201911/30/20191130_143426_000,walking outdoor,
201911/30/20191130_143443_000,driving,
201911/30/20191130_143500_000,driving,
201911/30/20191130_143517_000,driving,
201911/30/20191130_143534_000,driving,
201911/30/20191130_143551_000,driving,
201911/30/20191130_143608_000,walking outdoor,
201911/30/20191130_143625_000,walking indoor,
201911/30/20191130_143642_000,walking indoor,
201911/30/20191130_143659_000,walking outdoor,
201911/30/20191130_143716_000,walking outdoor,
201911/30/20191130_143733_000,driving,
201911/30/20191130_143750_000,driving,
201911/30/20191130_143807_000,driving,
201911/30/20191130_143824_000,driving,
201911/30/20191130_143841_000,driving,
201911/30/20191130_143858_000,driving,
201911/30/20191130_143915_000,driving,
201911/30/20191130_143932_000,driving,
201911/30/20191130_143949_000,driving,
201911/30/20191130_144006_000,driving,
201911/30/20191130_144023_000,driving,
201911/30/20191130_144040_000,driving,
201911/30/20191130_144057_000,driving,
201911/30/20191130_144114_000,driving,
201911/30/20191130_144131_000,driving,
201911/30/20191130_144148_000,walking outdoor,
201911/30/20191130_144205_000,walking indoor,
201911/30/20191130_144222_000,walking indoor,
201911/30/20191130_144252_000,walking outdoor,
201911/30/20191130_144309_000,walking outdoor,
201911/30/20191130_144326_000,driving,
201911/30/20191130_144343_000,driving,
201911/30/20191130_144400_000,driving,
201911/30/20191130_144417_000,driving,
201911/30/20191130_144434_000,driving,
201911/30/20191130_144451_000,driving,
201911/30/20191130_144508_000,driving,
201911/30/20191130_144525_000,driving,
201911/30/20191130_144542_000,driving,
201911/30/20191130_144559_000,driving,
201911/30/20191130_144616_000,driving,
201911/30/20191130_144633_000,driving,
201911/30/20191130_144650_000,driving,
201911/30/20191130_144707_000,driving,
201911/30/20191130_144724_000,driving,
201911/30/20191130_144741_000,driving,
201911/30/20191130_144758_000,driving,
201911/30/20191130_144815_000,driving,
201911/30/20191130_144832_000,driving,
201911/30/20191130_144849_000,driving,
201911/30/20191130_144906_000,driving,
201911/30/20191130_144923_000,driving,
201911/30/20191130_144940_000,driving,
201911/30/20191130_144957_000,driving,
201911/30/20191130_145014_000,driving,
201911/30/20191130_145031_000,driving,
201911/30/20191130_145048_000,driving,
201911/30/20191130_145105_000,driving,
201911/30/20191130_145122_000,driving,
201911/30/20191130_145139_000,driving,
201911/30/20191130_145156_000,driving,
201911/30/20191130_145213_000,driving,
201911/30/20191130_145230_000,driving,
201911/30/20191130_145247_000,driving,
201911/30/20191130_145304_000,driving,
201911/30/20191130_145321_000,driving,
201911/30/20191130_145338_000,driving,
201911/30/20191130_145355_000,driving,
201911/30/20191130_145412_000,driving,
201911/30/20191130_145429_000,driving,
201911/30/20191130_145446_000,driving,
201911/30/20191130_145503_000,driving,
201911/30/20191130_145520_000,driving,
201911/30/20191130_145537_000,driving,
201911/30/20191130_145554_000,driving,
201911/30/20191130_145611_000,driving,
201911/30/20191130_145628_000,driving,
201911/30/20191130_145645_000,driving,
201911/30/20191130_145702_000,driving,
201911/30/20191130_145719_000,driving,
201911/30/20191130_145736_000,driving,
201911/30/20191130_145753_000,driving,
201911/30/20191130_145810_000,driving,
201911/30/20191130_145827_000,driving,
201911/30/20191130_145844_000,driving,
201911/30/20191130_145901_000,driving,
201911/30/20191130_145918_000,driving,
201911/30/20191130_145935_000,driving,
201911/30/20191130_145952_000,driving,
201911/30/20191130_150009_000,driving,
201911/30/20191130_150026_000,driving,
201911/30/20191130_150043_000,driving,
201911/30/20191130_150100_000,driving,
201911/30/20191130_150117_000,driving,
201911/30/20191130_150134_000,driving,
201911/30/20191130_150151_000,driving,
201911/30/20191130_150208_000,driving,
201911/30/20191130_150225_000,driving,
201911/30/20191130_150255_000,driving,
201911/30/20191130_150312_000,walking outdoor,
201911/30/20191130_150329_000,walking outdoor,
201911/30/20191130_150346_000,walking outdoor,
201911/30/20191130_150403_000,walking outdoor,
201911/30/20191130_150420_000,driving,
201911/30/20191130_150437_000,walking outdoor,
201911/30/20191130_150454_000,walking outdoor,
201911/30/20191130_150511_000,walking outdoor,
201911/30/20191130_150528_000,shopping,walking indoor
201911/30/20191130_150545_000,shopping,walking indoor
201911/30/20191130_150602_000,walking indoor,
201911/30/20191130_150619_000,walking indoor,
201911/30/20191130_150636_000,walking indoor,
201911/30/20191130_150653_000,shopping,walking indoor
201911/30/20191130_150710_000,walking indoor,
201911/30/20191130_150727_000,walking indoor,
201911/30/20191130_150744_000,shopping,walking indoor
201911/30/20191130_150801_000,shopping,walking indoor
201911/30/20191130_150818_000,shopping,walking indoor
201911/30/20191130_150835_000,shopping,walking indoor
201911/30/20191130_150852_000,shopping,walking indoor
201911/30/20191130_150909_000,shopping,walking indoor
201911/30/20191130_150926_000,shopping,walking indoor
201911/30/20191130_150943_000,shopping,walking indoor
201911/30/20191130_151000_000,shopping,walking indoor
201911/30/20191130_151017_000,shopping,walking indoor
201911/30/20191130_151034_000,shopping,walking indoor
201911/30/20191130_151051_000,shopping,walking indoor
201911/30/20191130_151108_000,shopping,walking indoor
201911/30/20191130_151125_000,shopping,walking indoor
201911/30/20191130_151142_000,shopping,walking indoor
201911/30/20191130_151159_000,shopping,walking indoor
201911/30/20191130_151216_000,shopping,walking indoor
201911/30/20191130_151233_000,shopping,
201911/30/20191130_151251_000,shopping,walking indoor
201911/30/20191130_151308_000,shopping,walking indoor
201911/30/20191130_151325_000,shopping,walking indoor
201911/30/20191130_151342_000,shopping,walking indoor
201911/30/20191130_151359_000,walking indoor,
201911/30/20191130_151416_000,shopping,walking indoor
201911/30/20191130_151433_000,shopping,walking indoor
201911/30/20191130_151450_000,walking outdoor,
201911/30/20191130_151507_000,walking indoor,
201911/30/20191130_151524_000,walking outdoor,
201911/30/20191130_151541_000,walking outdoor,
201911/30/20191130_151558_000,walking outdoor,
201911/30/20191130_151615_000,walking outdoor,
201911/30/20191130_151632_000,shopping,walking indoor
201911/30/20191130_151649_000,walking outdoor,
201911/30/20191130_151706_000,walking outdoor,
201911/30/20191130_151723_000,shopping,walking indoor
201911/30/20191130_151740_000,shopping,walking indoor
201911/30/20191130_151757_000,walking outdoor,
201911/30/20191130_151814_000,walking outdoor,
201911/30/20191130_151831_000,walking outdoor,
201911/30/20191130_151848_000,walking outdoor,
201911/30/20191130_151905_000,walking outdoor,
201911/30/20191130_151922_000,walking outdoor,
201911/30/20191130_151939_000,walking outdoor,
201911/30/20191130_151956_000,walking outdoor,
201911/30/20191130_152013_000,walking outdoor,
201911/30/20191130_152030_000,walking outdoor,
201911/30/20191130_152047_000,NO ACTIVITY,
201911/30/20191130_152104_000,walking outdoor,
201911/30/20191130_152121_000,walking outdoor,
201911/30/20191130_152138_000,driving,
201911/30/20191130_152155_000,walking outdoor,
201911/30/20191130_152212_000,walking outdoor,
201911/30/20191130_152229_000,driving,
201911/30/20191130_152259_000,driving,
201911/30/20191130_152316_000,driving,
201911/30/20191130_152333_000,driving,
201911/30/20191130_152350_000,driving,
201911/30/20191130_152407_000,driving,
201911/30/20191130_152424_000,driving,
201911/30/20191130_152441_000,driving,
201911/30/20191130_152458_000,driving,
201911/30/20191130_152515_000,driving,
201911/30/20191130_152532_000,driving,
201911/30/20191130_152549_000,driving,
201911/30/20191130_152606_000,driving,
201911/30/20191130_152623_000,driving,
201911/30/20191130_152640_000,driving,
201911/30/20191130_152657_000,driving,
201911/30/20191130_152714_000,driving,
201911/30/20191130_152731_000,driving,
201911/30/20191130_152748_000,driving,
201911/30/20191130_152805_000,driving,
201911/30/20191130_152822_000,driving,
201911/30/20191130_152839_000,driving,
201911/30/20191130_152856_000,driving,
201911/30/20191130_152913_000,driving,
201911/30/20191130_152930_000,driving,
201911/30/20191130_152947_000,driving,
201911/30/20191130_153004_000,driving,
201911/30/20191130_153021_000,driving,
201911/30/20191130_153038_000,driving,
201911/30/20191130_153055_000,driving,
201911/30/20191130_153112_000,driving,
201911/30/20191130_153129_000,driving,
201911/30/20191130_153146_000,driving,
201911/30/20191130_153203_000,driving,
201911/30/20191130_153220_000,driving,
201911/30/20191130_153237_000,driving,
201911/30/20191130_153254_000,driving,
201911/30/20191130_153311_000,driving,
201911/30/20191130_153328_000,driving,
201911/30/20191130_153345_000,driving,
201911/30/20191130_153402_000,driving,
201911/30/20191130_153419_000,walking indoor,
201911/30/20191130_153436_000,driving,
201911/30/20191130_153453_000,walking outdoor,
201911/30/20191130_153510_000,walking indoor,
201911/30/20191130_153527_000,driving,
201911/30/20191130_153544_000,walking indoor,
201911/30/20191130_153601_000,walking indoor,
201911/30/20191130_153618_000,shopping,walking indoor
201911/30/20191130_153635_000,shopping,walking indoor
201911/30/20191130_153652_000,walking outdoor,
201911/30/20191130_153709_000,walking outdoor,
201911/30/20191130_153726_000,walking outdoor,
201911/30/20191130_153743_000,walking outdoor,
201911/30/20191130_153800_000,walking outdoor,
201911/30/20191130_153817_000,walking outdoor,
201911/30/20191130_153834_000,walking outdoor,
201911/30/20191130_153851_000,walking indoor,
201911/30/20191130_153908_000,walking indoor,
201911/30/20191130_153925_000,walking indoor,
201911/30/20191130_153942_000,walking indoor,
201911/30/20191130_154016_000,NO ACTIVITY,
201911/30/20191130_154034_000,walking indoor,
201911/30/20191130_154051_000,NO ACTIVITY,
201911/30/20191130_154108_000,walking indoor,
201911/30/20191130_154125_000,walking indoor,
201911/30/20191130_154142_000,walking indoor,
201911/30/20191130_154159_000,walking indoor,
201911/30/20191130_154216_000,walking indoor,
201911/30/20191130_154233_000,walking indoor,
201911/30/20191130_154303_000,walking indoor,
201911/30/20191130_154320_000,doing office work,
201911/30/20191130_154337_000,doing office work,
201911/30/20191130_154354_000,doing office work,
201911/30/20191130_154411_000,doing office work,
201911/30/20191130_154428_000,walking indoor,
201911/30/20191130_154445_000,doing office work,
201911/30/20191130_154502_000,walking indoor,
201911/30/20191130_154519_000,doing office work,
201911/30/20191130_154536_000,walking indoor,
201911/30/20191130_154553_000,walking indoor,
201911/30/20191130_154610_000,doing office work,
201911/30/20191130_154627_000,doing office work,
201911/30/20191130_154644_000,walking indoor,
201911/30/20191130_154701_000,walking indoor,
201911/30/20191130_154718_000,walking indoor,
201911/30/20191130_154735_000,walking indoor,
201911/30/20191130_154752_000,doing office work,
201911/30/20191130_154809_000,walking indoor,
201911/30/20191130_154826_000,walking indoor,
201911/30/20191130_154843_000,walking indoor,
201911/30/20191130_154900_000,doing office work,
201911/30/20191130_154917_000,doing office work,
201911/30/20191130_154934_000,walking indoor,
201911/30/20191130_154951_000,doing office work,
201911/30/20191130_155008_000,doing office work,
201911/30/20191130_155025_000,walking indoor,
201911/30/20191130_155042_000,walking indoor,
201911/30/20191130_155047_000,walking indoor,
201911/30/20191130_155104_000,walking indoor,
201911/30/20191130_155121_000,having a drink,
201911/30/20191130_155138_000,having a drink,
201911/30/20191130_155155_000,walking indoor,
201911/30/20191130_155212_000,walking indoor,
201911/30/20191130_155229_000,walking indoor,
201911/30/20191130_155246_000,NO ACTIVITY,
201911/30/20191130_155303_000,NO ACTIVITY,
201911/30/20191130_155320_000,walking indoor,
201911/30/20191130_155337_000,NO ACTIVITY,
201911/30/20191130_155354_000,walking indoor,
201911/30/20191130_155411_000,walking indoor,
201911/30/20191130_155428_000,walking indoor,
201911/30/20191130_155445_000,walking indoor,
201911/30/20191130_155502_000,walking indoor,
201911/30/20191130_155519_000,walking indoor,
201911/30/20191130_155536_000,walking indoor,
201911/30/20191130_155553_000,walking indoor,
201911/30/20191130_155610_000,walking indoor,
201911/30/20191130_155627_000,walking indoor,
201911/30/20191130_155644_000,walking indoor,
201911/30/20191130_155701_000,doing office work,
201911/30/20191130_155718_000,doing office work,
201911/30/20191130_155735_000,doing office work,
201911/30/20191130_155752_000,walking indoor,
201911/30/20191130_155809_000,walking indoor,
201911/30/20191130_155826_000,doing office work,
201911/30/20191130_155843_000,using mobile device,
201911/30/20191130_155900_000,using mobile device,
201911/30/20191130_155917_000,doing office work,
201911/30/20191130_155934_000,doing office work,
201911/30/20191130_155951_000,doing office work,
201911/30/20191130_160008_000,doing office work,
201911/30/20191130_160025_000,doing office work,
201911/30/20191130_160042_000,walking indoor,
201911/30/20191130_160059_000,walking indoor,
201911/30/20191130_160116_000,walking indoor,
201911/30/20191130_160133_000,walking indoor,
201911/30/20191130_160150_000,walking indoor,
201911/30/20191130_160207_000,walking indoor,
201911/30/20191130_160224_000,using mobile device,
201911/30/20191130_160241_000,using mobile device,
201911/30/20191130_160311_000,using mobile device,
201911/30/20191130_160328_000,using mobile device,
201911/30/20191130_160345_000,using mobile device,
201911/30/20191130_160402_000,using mobile device,
201911/30/20191130_160419_000,using mobile device,
201911/30/20191130_160436_000,doing office work,
201911/30/20191130_181454_000,using computer,
201911/30/20191130_181511_000,using computer,
201911/30/20191130_181528_000,using computer,
201911/30/20191130_181545_000,using computer,
201911/30/20191130_181602_000,using computer,
201911/30/20191130_181619_000,using computer,
201911/30/20191130_181636_000,using computer,
201911/30/20191130_181653_000,using computer,
201911/30/20191130_181710_000,using computer,
201911/30/20191130_181727_000,using computer,
201911/30/20191130_181744_000,using computer,
201911/30/20191130_181801_000,using computer,
201911/30/20191130_181818_000,using computer,
201911/30/20191130_181835_000,using computer,
201911/30/20191130_181852_000,using computer,
201911/30/20191130_181909_000,using computer,
201911/30/20191130_181926_000,walking indoor,
201911/30/20191130_181943_000,walking indoor,
201911/30/20191130_182000_000,walking indoor,
201911/30/20191130_182018_000,walking indoor,
201911/30/20191130_182218_000,using computer,
201911/30/20191130_182235_000,using computer,
201911/30/20191130_182252_000,walking indoor,
201911/30/20191130_182310_000,walking indoor,
201911/30/20191130_182327_000,walking indoor,
201911/30/20191130_182401_000,walking indoor,
201911/30/20191130_182418_000,walking indoor,
201911/30/20191130_182435_000,walking indoor,
201911/30/20191130_182452_000,walking indoor,
201911/30/20191130_182510_000,walking indoor,
201911/30/20191130_182527_000,walking indoor,
201911/30/20191130_182544_000,walking indoor,
201911/30/20191130_182601_000,walking indoor,
201911/30/20191130_182618_000,walking indoor,
201911/30/20191130_182635_000,walking indoor,
201911/30/20191130_182652_000,walking indoor,
201911/30/20191130_182709_000,walking indoor,
201911/30/20191130_182726_000,walking indoor,
201911/30/20191130_182743_000,walking indoor,
201911/30/20191130_182800_000,walking indoor,
201911/30/20191130_182817_000,walking outdoor,
201911/30/20191130_182834_000,walking outdoor,
201911/30/20191130_182851_000,walking indoor,
201911/30/20191130_182908_000,walking indoor,
201911/30/20191130_182925_000,driving,
201911/30/20191130_182942_000,driving,
201911/30/20191130_182959_000,driving,
201911/30/20191130_183016_000,driving,
201911/30/20191130_183033_000,walking indoor,
201911/30/20191130_183050_000,walking indoor,
201911/30/20191130_183107_000,walking indoor,
201911/30/20191130_183124_000,driving,
201911/30/20191130_183141_000,driving,
201911/30/20191130_183158_000,driving,
201911/30/20191130_183215_000,driving,
201911/30/20191130_183232_000,driving,
201911/30/20191130_183249_000,driving,
201911/30/20191130_183306_000,driving,
201911/30/20191130_183324_000,driving,
201911/30/20191130_183341_000,driving,
201911/30/20191130_183358_000,driving,
201911/30/20191130_183415_000,driving,
201911/30/20191130_183432_000,driving,
201911/30/20191130_183502_000,driving,
201911/30/20191130_183519_000,driving,
201911/30/20191130_183553_000,driving,
201911/30/20191130_183627_000,driving,
201911/30/20191130_183701_000,driving,
201911/30/20191130_183718_000,driving,
201911/30/20191130_183809_000,driving,
201911/30/20191130_183901_000,driving,
201911/30/20191130_183918_000,driving,
201911/30/20191130_183935_000,driving,
